"recipeId","direction"
69,"Melt remaining butter in skillet. Carefully place patties in skillet and cook 2 to 3 minutes, or until browned on 1 side. Flip patties and place in preheated oven. Cook for 12 to 15 minutes for medium doneness."
69,"Serve hot on toasted buns with desired condiments."
70,"Preheat the oven to 350 degrees F."
70,"Mix all ingredients well. Place in a loaf pan and bake for 1 1/2 hours."
71,"Sprinkle salt on both sides of the eggplant slices and arrange in a single layer on a triple layer of paper towels on a baking sheet. Place another triple layer of paper towels on top. If there are additional slices, arrange them on top of the paper towels in a single layer, then top them with another triple layer of towels. Let the salt do the work for 30 to 45 minutes."
71,"Firmly press on the eggplant slices to remove as much liquid as possible, then wipe off any excess salt. Pepper both sides of the eggplant. Preheat the oven to 175 degrees F."
71,"Set up a standard breading station with 3 pie plates or small baking dishes. Add some flour to one, the beaten eggs to another and the breadcrumbs stirred together with the Parmesan to the third. Season each station lightly with salt and pepper."
71,"Dredge each eggplant slice first in the flour, then shake off the excess. Dip in the egg, letting any excess drip, and then coat in the breadcrumbs. Set aside on a wire rack and repeat with the remaining eggplant slices."
71,"Heat 1/2 inch of canola oil in 2 large, straight-sided saute pans over medium heat until hot. Line a baking sheet with paper towels."
71,"Working in small batches, fry a few eggplant slices in each pan, turning once, until golden brown, 4 to 5 minutes per side. Using tongs, transfer to the towel-lined baking sheet to drain. Fit another baking sheet with a wire rack to hold the eggplant warm in the oven while you finish frying the remaining slices."
71,"To build the sandwich: slice the burrata into disks (try to keep its shape) and arrange in a single layer on the bottom portion of the loaf. Put a single layer of the warm, crispy eggplant on top, then top with the roasted red peppers and drizzle with the Balsamic Vinaigrette. Use toothpicks to secure the top, then slice and serve."
71,"Put the vinegar in a small saucepan with the garlic and shallots and bring to a simmer over medium heat. Simmer, uncovered, until the vinegar reduces to about 1/2 cup. Let cool for about 5 minutes."
71,"In a blender, pulse together the vinegar mixture, honey, Italian seasoning and some salt and pepper. While the machine is running, slowly drizzle in the olive oil until the dressing is combined and emulsified. Adjust the seasoning if necessary, or add more oil if you want it less acidic."
72,"Preheat the oven to 350 degrees F."
72,"Whisk together the flour, baking soda, cinnamon, baking powder, salt, and nutmeg in a medium bowl. In another medium bowl, with an electric mixer on medium speed, beat the eggs, sugar, brown sugar, and canola oil until light and thick. Reduce speed to low and add the flour mixture, beating just until blended. Stir in the vanilla, carrots, and walnuts until well blended."
72,"Line 12 cup cupcake or muffin pan 2/3-full with batter. Bake until the cupcakes are puffed and a toothpick inserted into the center comes out clean, about 20 minutes. Cool the cupcakes completely."
72,"For the frosting: Beat butter and cream cheese at medium speed until creamy (2-3 minutes). Reduce speed to low and add powdered sugar in 2 parts incorporating vanilla extract 1/2 way through and mix until incorporated (scraping down walls with rubber spatula each time). Add cinnamon and fold by hand into frosting. Serve within 24 hours."
72,"To assemble:"
72,"Generously frost each cupcake with pastry bag and cut 1/2-inch off the tip. Add edible gold glitter stars if desired."
73,"Position an oven rack about 5 inches from the broiling element, and preheat the broiler."
73,"Heat 2 tablespoons of the oil in a large high-sided skillet over medium-high heat. While the pan is heating, thinly slice the onion; set aside about 1/3 cup for the salad."
73,"Add the sausage to the pan, and break it up into smaller chunks with a wooden spoon. Stir periodically until it is brown all over, about 5 minutes. Add the remaining onion and the squash. Stir for a minute, then add the tomatoes, 2 tablespoons water, 3/4 teaspoon salt and a few grinds of pepper. Cover partially, and let simmer vigorously, stirring occasionally, until reduced and thick, about 10 minutes."
73,"Meanwhile, slice the polenta into 1/4-inch rounds. Butter the flameproof baking dish, and shingle the rounds in one layer. Dot the polenta with the pieces of butter. Place the dish under the broiler, and broil the polenta until it is hot and soft, about 4 minutes."
73,"When the sauce is ready, spread it over the broiled polenta. Top with the fontina and grated Parmesan. Return the casserole to the broiler, and broil until the top is browned and bubbly, about 3 minutes."
73,"Meanwhile, toss the spinach in a large bowl with the reserved onion, the remaining 1 tablespoon olive oil, the balsamic vinegar, and salt and pepper to taste. Serve the casserole with the spinach salad on the side."
74,"Cook the bacon in a medium saucepan over high heat, stirring frequently, until just brown, 2 to 3 minutes. Add the onion and garlic, and stir constantly until fragrant, about 1 minute. Add the wine, bring to a boil and cook, stirring, to scrape up any bacon and browned bits, for about 1 minute. Stir in the lentils, chicken broth and pepper flakes, and return to a boil. Cover and cook, stirring occasionally and reducing the heat if necessary to maintain a medium boil, until saucy but not watery, about 3 minutes. Remove from the heat, and stir in the celery, celery leaves, 1/2 teaspoon salt and a few grinds of pepper."
74,"Season the fillets all over with 1/2 teaspoon each salt and pepper. Heat the oil in a large nonstick skillet over medium-high heat. Once the oil shimmers, add the fillets skinned-side down and cook, undisturbed, until crisped and browned, 3 to 4 minutes (the fish should be opaque between the large natural flakes). Flip the fillets, and cook until just beginning to flake, 1 to 2 minutes. Remove the fillets from the skillet, and turn off the heat. Add the butter to the skillet, and allow it to melt and brown."
74,"Divide the lentils among 4 bowls or soup plates, top each with a fillet and drizzle with browned butter."
75,"Preheat a very large cast-iron skillet over medium-high heat until it just begins to smoke."
75,"While the pan is heating, slice the onions into 1/4-inch-thick rings and toss with 1 tablespoon of the oil, 1/4 teaspoon salt and a few grinds of pepper in a medium bowl. Add the onions to the skillet and cook, undisturbed, until they char slightly, about 2 minutes. Stir occasionally with a wooden spoon until they are further charred and slightly softened but still crunchy, 3 to 4 minutes more. Transfer to a plate."
75,"Stir together the remaining 1 tablespoon oil and the fish sauce in the medium bowl that the onions were in. Add the radishes, watercress, cilantro and cooked onions and toss until well coated. Allow the mixture to sit at least 5 minutes, so the juices from the onion combine with the dressing."
75,"Wipe out the skillet the onions cooked in and return it to medium-high heat. Sprinkle the steak with 3/4 teaspoon salt and a few grinds of pepper and put it into the hot skillet. Cook until well browned on one the bottom, 4 to 5 minutes; flip and cook until medium rare, 4 to 5 minutes more. Transfer to a cutting board and allow the steak to rest for a few minutes, then slice thinly against the grain."
75,"Divide the salad mixture among 4 bowls. Top each bowl with slices of steak."
76,"Prepare a grill or large grill pan for medium-high heat."
76,"Put the tomatoes into a large mixing bowl. Sprinkle with salt and pepper and let sit at room temperature while you prepare the rest of the ingredients."
76,"Put the sour cream, lime zest and juice, cumin and a pinch of salt and pepper in a small bowl and whisk to combine. Reserve."
76,"Lightly oil the grill grates. Brush the pork all over with 2 tablespoons of the oil and sprinkle liberally with salt and pepper. Arrange the pork on one side of the grill (leave room for grilling the vegetables) and cook until lightly charred on both sides and an instant-read thermometer inserted into the deepest part of a chop registers 140 degrees F, about 5 minutes per side. Remove from the grill and let rest for 5 minutes before serving."
76,"Meanwhile, brush the corn and onion liberally with the remaining 2 tablespoons oil, sprinkle with salt and pepper and arrange them on the grill. Cook the corn until lightly charred, 6 to 8 minutes, rotating the ears so that they cook evenly. Cook the onion until charred and tender, 6 to 8 minutes, flipping as needed. Transfer the vegetables to a cutting board and cool for 2 to 3 minutes. When cool enough to handle, cut the corn away from the cobs and quarter the onion rounds. Add the corn, onion, black-eyed peas and half of the parsley to the same large bowl with the tomatoes. Gently toss to combine. Season to taste with salt and pepper."
76,"Divide the succotash among 4 large dinner plates and top with a dollop of the reserved sour cream mixture. Place 1 pork chop on each plate next to the succotash. Garnish the succotash with the reserved parsley and serve immediately."
77,"Position an oven rack in the middle of the oven and preheat the broiler."
77,"Put the croutons, butter, scallions, apricots, 1 cup of the chicken broth, 1/4 teaspoon salt and a few grinds of pepper in a large bowl and toss to combine. Set aside to let the croutons soak up the broth."
77,"Pat the pork dry and season all over with 3/4 teaspoon of salt and few grinds of pepper. Heat the oil in a large non-stick skillet over medium high heat. Arrange the pork in the skillet in a single layer (it's okay if the chops are touching) and cook until nicely browned and almost cooked through, 4 minutes per side. Remove the skillet from the heat and transfer the pork chops to a baking sheet. Pack and pile 1/4 of the stuffing on top of each chop. Broil until the stuffing is golden brown, about 4 minutes."
77,"Meanwhile, return the skillet to medium-high heat, add the remaining 1 cup of chicken broth and bring to a simmer until slightly reduced, about 2 to 3 minutes. Whisk in the sour cream and Dijon until smooth, about 1 minute. Season the sauce with a few grinds of pepper. Spoon the sauce onto 4 plates. Transfer a pork chop onto each pool of sauce. Serve with the side salads."
78,"Heat a Dutch oven over medium heat. Season the chuck roast with salt and pepper. Add the oil to the pot and sear the chuck roast until browned, 7 to 8 minutes. Remove from the pot. Add the ground beef and chorizo and cook until browned, 7 to 8 minutes; drain off excess fat if necessary. Add the garlic, onion and jalapeno and cook for 2 minutes, then return the chuck roast back to the pot with the beer, tomatoes and tomato paste."
78,"Using scissors, snip the guajillo chiles into small strips. Add to the pot and bring to a boil. Mix in the chili powder, cumin, oregano, bay leaves and 2 tablespoons salt. Reduce to a simmer and simmer for 1 1/2 hours."
78,"Remove the bay leaves. Add the beans to the pot. Combine the masa and 1/2 cup water in a small bowl, then stir the mixture into the pot. Continue to simmer until the chili thickens slightly, an additional 15 minutes."
78,"Serve with fixins: diced tomatoes, cubed avocado, grated Cheddar, sour cream, lime wedges and cilantro leaves."
79,"For the mint pesto: Mix the sugar and mint in a mortar, grinding well with the pestle. Add the water and mix. Chill if not using immediately."
79,"For the strawberries balsamic sauce: Put the strawberries into a bowl and sprinkle the balsamic vinegar and sugar over them. Add a pinch each of salt and pepper. Toss gently and marinate for 2 to 3 minutes."
79,"For the chocolate espresso ganache: Put the chocolate into a medium heatproof bowl. Bring the cream and the espresso powder to a boil in a small saucepan over medium heat. Immediately pour the boiling cream over the chopped chocolate and let it sit for 1 minute. Using a spatula, slowly stir in a circular motion until all the chocolate is melted, do not stir in too much air. Add in the chopped toasted hazelnuts and allow the mixture to cool. The ganache may be covered and stored in the refrigerator for up to 2 weeks."
79,"To serve: Blend each mix-in into 1 pint softened vanilla gelato. Put back into the freezer to harden."
80,"In a wok, coat with canola oil and add garlic and ginger. Cook until soft and add rice. Mix well then add eggs, chives and English peas. Heat thoroughly. Check for seasoning. Toss snow and snap peas with vinaigrette. Check for seasoning."
80,"Mix all ingredients well."
81,"Preheat a fryer or a deep pot halfway filled with oil to 325 degrees F."
81,"Combine flour and salt. Toss the onions in salted flour, shaking off excess flour. Fry the onions until golden brown. Reserve."
81,"Chop the lobsters into several pieces, then deep fry the heads and save for garnish. In a hot wok, add oil and stir-fry the lobster pieces for 3 minutes. Add sauce and reduce until it is a glaze. Pile lobster onto a platter and garnish with fried onions, lemon and cilantro."
81,"Combine all of the ingredients in a saucepot. Bring to a simmer over medium heat and cook until the sugar has dissolved."
82,"Preheat a grill pan over medium high heat."
82,"Place parsley and garlic in food processor and chop."
82,"Heat a large, heavy skillet over high heat."
82,"Cut chorizo on an angle in 1/2-inch slices. Grill 2 minutes on each side. Transfer to a serving dish."
82,"To the hot skillet, add about 2 tablespoons extra-virgin olive oil, 2 turns of the pan. Add meat and sear the pieces on all sides to caramelize it evenly. Add half of the garlic and parsley mixture to the pan. Turn to coat the meat. Season meat with salt and pepper. Add 1/2 cup sherry and turn the meat in the wine as it deglazes the pan. Transfer to a serving dish and cover with loose foil to keep warm. Return pan to heat."
82,"Repeat the same process with the mushrooms: add extra-virgin olive oil to the pan, 2 tablespoons or 2 turns of the pan. Add mushrooms, cook 3 or 4 minutes to char edges and soften, add parsley and garlic, then salt and pepper, then sherry. Reduce sherry while scraping up pan drippings and remove to serving dish."
83,"For the lemon vinaigrette: Using a rasp grater, grate the garlic into a bowl. Add the lemon juice, cumin, honey and Dijon. Whisk in the olive oil and season with salt and pepper."
83,"For the 3-bean salad: Mix the celery, green onions, black beans, kidney beans and white beans in a large bowl."
83,"Dress the salad with 1/4 cup of the vinaigrette and toss well. Season with salt and pepper and toss with the parsley."
84,"Preheat oven to 325 degrees F."
84,"In large pot filled with water add 3 pinches of salt and the macaroni and place over high heat. Bring to a boil and let cook until al dente, about 8 minutes. Drain. Set aside."
84,"In a large saucepan, melt butter. Sprinkle flour over butter and cook 2 to 3 minutes on medium heat, whisking until a roux or paste forms. Add cold milk and whisk vigorously until dissolved. Cook sauce on medium-low heat until thick and bubbly. Add heavy cream, all cheeses, 1 tablespoon of salt, and 1 tablespoon pepper. Cook until cheeses are fully melted, stirring occasionally."
84,"Add cooked macaroni to cheese mixture and mix thoroughly. Place macaroni mixture in a 13 by 9 baking dish and top with breadcrumbs. Place in the oven and bake for 12 to 15 minutes or until golden brown. Top with fresh parsley and serve."
85,"1. Spray slow cooker lightly with cooking spray."
85,"2. In large bowl, combine cheeses and set aside."
85,"3. In another large bowl, whisk eggs lightly. Add evaporated milk, milk, dry mustard, cayenne, nutmeg, salt, and pepper. Whisk to combine."
85,"4. Add 3 cups of cheese mixture and uncooked macaroni noodles to egg mixture. Stir to combine."
85,"5. Pour into slow cooker. Top with remaining cheese."
85,"6. Sprinkle with paprika."
85,"7. Cook on LOW for 4 hours."
86,"Preheat the oven to high broil. Mix the butter, garlic, Asiago, Parmesan, Romano and parsley in a medium bowl until completely combined. Spoon some of the mixture on one side of the bread slices and put on a baking sheet, butter side up."
86,"Broil until bread is toasted and cheese mixture is bubbling, 3 to 5 minutes. Serve hot."
87,"Peel carrots and cut into sticks 4 inches by 1/2-inch. Cook snow peas and carrots for 1 minute in the steamer and cool in cold water. Cut the roasted peppers into slivers. Mix together vegetables with Maple Vinaigrette and sunflower seeds."
87,"Mix together mustard, maple syrup, vinegar, and salt, process in blender. To emulsify, add oil in a fine stream while continuing to process in the blender."
88,"Cut and assemble the cake on a 13-by-9-inch cake board according to the diagram, using American Buttercream frosting to adhere the cake pieces together. (Click the link at the bottom of the recipe for the diagram). Frost the entire cake with a thin and even coating of American Buttercream. Refrigerate so the frosting can set, about 1 hour."
88,"Dye the remaining American Buttercream using gel food coloring in the color you would like your dog to be. Place into a pastry bag fitted with a large grass tip and pipe ""fur"" all over the cake. Roll the white fondant into two 2-inch discs. Roll the black fondant into two small balls, then flatten each slightly and place 1 into the center of each white disc (adhere with a dab of water). Stick to the cake where you want to place the eyes. Make a teardrop with a 2-inch round of the black fondant, pinching to create nostrils; stick to the cake. Finish with an oval shape with the pink fondant, using the back of a paring knife to create a center line in the tongue' stick to the cake board coming from the dog's mouth."
88,"For the vanilla cake: Preheat the oven to 350 degrees F. Spray the bottom and sides of four 8-inch round cake pans with nonstick cooking spray; dust with flour, and tap out the excess. Line 3 regular muffin cups and 1 mini muffin cup with paper liners."
88,"Whisk together the flour, baking powder and salt in a medium bowl; set aside. Beat the butter, sugar and oil in a large bowl with an electric mixer on medium-high speed until light in color and fluffy, about 5 minutes. Beat in the eggs, one at a time. Beat in the vanilla until combined."
88,"Transfer the creamed mixture to a very large mixing bowl, then alternate folding in the flour mixture and the milk with a spatula, adding the flour in 3 additions and the milk in 2, starting and ending with the flour, just until smooth. Fill the 3 muffin cups and 1 mini muffin cup halfway with batter. Divide the remaining batter evenly among the prepared cake pans."
88,"Bake, rotating the cake pans halfway through, until a toothpick comes out clean, 8 minutes for the mini cupcake, 11 minutes for the regular, and 30 to 35 minutes for the cakes. Cool the cakes in the pans on a rack for 10 minutes, then remove the cakes to the rack to cool completely."
88,"For the chocolate cake: Preheat the oven to 350 degrees F. Spray four 8-inch cake pans with nonstick cooking spray and dust with flour, then line the bottoms with parchment. Line 3 regular muffin cups and 1 mini muffin cup with paper liners."
88,"Whisk together the flour, cocoa, baking soda and salt together in a large bowl."
88,"Beat together the butter and sugar until light and fluffy, 1 to 2 minutes. Add the eggs, one at time, and beat until incorporated. Add the sour cream and continue to beat until fully incorporated. Add the vanilla. Transfer the mixture to a large mixing bowl."
88,"Stir together the hot water and instant espresso powder in a spouted measuring cup. Whisk the dry ingredients by hand into the wet ingredients in 2 additions, alternating with the espresso and mixing just until fully incorporated."
88,"Fill the 3 muffin cups and 1 mini muffin cup halfway with batter. Divide the remaining batter evenly among the 4 prepared cake pans. Bake until a toothpick comes out clean, 8 minutes for the mini cupcake, 11 minutes for the regular cupcakes and 30 to 35 minutes for the cakes (rotate the pans halfway through). Cool the cakes in the pans on a rack for 10 minutes, then remove the cakes to the rack to cool completely."
88,"In the bowl of a stand mixer fitted with the whisk attachment, combine the butter, powdered sugar, vanilla, salt and milk. Whip the mixture on low speed for a while. When the sugar is incorporated, turn the mixer speed up and whip until the buttercream is smooth. Add milk until desired consistency is reached."
89,"Line the bottom and sides of a 9-inch round cake pan with long pieces of plastic wrap. Whip the cream to stiff peaks in a large bowl with a mixer. Slice the bananas about 1/4 inch thick."
89,"Spread one-third of the whipped cream on the bottom of the pan. Cover with half of the banana slices in concentric circles, then top with half of the animal crackers in concentric circles. Repeat with another layer of whipped cream, bananas and crackers. Finish with the remaining whipped cream. Wrap up the cake and refrigerate overnight to let the crackers soften."
89,"To serve, unwrap the cake and invert it onto a plate. Thinly slice the remaining banana. Garnish the cake with the banana slices arranged around the edge and a few animal crackers in the middle."
90,"Cut the bananas into 1 1/2-inch pieces. Spread each piece with about 1/2 teaspoon of the peanut butter or chocolate-hazelnut spread, and dip in your favorite trail mix or crushed freeze-dried raspberries."
91,"Blend the chocolate almond milk and bananas in a blender until smooth. Stir in the chia seeds. Refrigerate in an airtight container for at least 4 hours (to give the seeds enough time to plump up) and up to overnight."
91,"Serve with banana slices on top."
92,"Peel the bananas and cut into 1-inch pieces. Freeze until completely solid, preferably overnight."
92,"Pulse the banana chunks, coconut oil and 2 tablespoons of the raspberry jam in a food processor to begin breaking the bananas up. Stop, scrape down the sides and stir the mixture up a few times to help it along. Keep pulsing until the mixture is smooth like ice cream."
92,"To serve, swirl the remaining tablespoon of jam into the mixture. Eat right away, or freeze in an airtight container for up to 3 days."
93,"Blend the eggs, banana and pumpkin pie spice in a blender until smooth."
93,"Heat a large nonstick skillet or griddle over medium-low heat. Working in batches, drop silver-dollar portions of the batter (about 1 tablespoon) onto the skillet and cook until golden brown, 1 to 2 minutes per side."
94,"For the sour cream cake: Preheat the oven to 350 degrees F. Grease three 6-inch cake pans with cooking spray."
94,"Combine the flour, baking powder and salt in a large bowl. Reserve."
94,"Combine the butter and granulated sugar in the bowl of a stand mixer fitted with the paddle attachment. Beat until light and fluffy. Turn the mixer off and scrape down the sides of the bowl."
94,"Beat in the eggs, one at a time. Slowly add the vanilla, milk and sour cream. Scrape down the sides of the bowl as needed. With the mixer on medium speed, gradually mix in the flour."
94,"Divide the batter evenly among the cake pans and bake until a toothpick inserted into the middle of a cake comes out clean, about 20 minutes. Let cool completely on a wire rack."
94,"For the cream cheese icing: Beat together the cream cheese, butter, powdered sugar, vanilla and lemon juice in a stand mixer or with a hand mixer until light and fluffy. Spread icing on each layer, stack layers and cover with icing."
95,"One hour prior to cooking, coat the steaks with oil and season liberally with the peppercorn mixture and salt. Grill or saute over high heat to your desired doneness, approximately 4 minutes on each side for medium rare."
95,"For the sauce: Sweat the shallots and garlic in the butter in a heavy-bottomed saucepan on medium heat. Add the whiskey and reduce by half. Add the stock and cream and simmer for 5 minutes. Season, to taste, with salt and pepper."
96,"Gather your ingredients."
96,"For the beef salad: In a mixing bowl, combine sour cream, horseradish, lemon juice, Worcestershire sauce, chives, dill and black pepper. Chop the beef and combine with sauce. When you serve, arrange watercress or arugula under and/or around rounded scoops of the salad, about 4 ounces per platter."
96,"For the deviled ham: Tear ham into coarse pieces. Add to a food processor and finely chop the ham by pulsing it 10 to 12 times. Add to a mixing bowl and return processor bowl to base. Coarsely chopped celery and onion, crush garlic and finely chop thyme and add to ham. Season the ham with cayenne pepper sauce, Worcestershire sauce, mustard and relish then stir salad with rubber spatula. Rinse processor blade and bowl and return to base. To serve, arrange a small bed of lettuce leaves under rounded scoops of deviled ham, about 4 ounces per portion."
96,"For the chicken salad: Preheat broiler."
96,"Separate the skin and bones from chicken and place meat in food processor with fat. Pulse the processor to finely chop the chicken and transfer to a mixing bowl. Add processor bowl back to base, coarsely chop the celery, shallot, crushed garlic and tarragon leaves and pulse to finely chop. Add to the chicken and season with salt and pepper. Add lemon juice and Dijon mustard and stir well with rubber spatula. To serve, arrange the chicken salad on a bed of a few leaves of lettuce and top with capers and chopped cornichons."
96,"To serve: Cut edges of bread, arrange the bread on a baking sheet and lightly toast on both sides under broiler. Cut toasts from corner to corner. Quarter the eggs lengthwise. Cut cheese into portions."
96,"Arrange platter: ham salad, hard-boiled eggs, beef salad, portion of cheese or cheeses of choice, chicken salad, 4 toast points per person."
97,"White part: Fill tequila shot glasses with tequila."
97,"Green part: Fill tequila shot glasses with lime juice."
97,"Red part: Put all of the ingredients for the sangrita in a blender and process until smooth. Fill tequila shot glasses with sangrita."
97,"Each guest is served 1 shot of each part or color to sip."
98,"Melt butter in large saucepan. Add the garlic, tomato paste and water. Stir until tomato paste dissolves. Add the chopped chipotle peppers (seeds removed), peppers and sauce to the pan. Stir to combine. Add the remaining ingredients and simmer for about 30 minutes."
98,"Strain and set aside."
98,"Caramelized Onions:"
98,"Thinly slice the red onions. Melt butter in skillet and add garlic, onions and salt and pepper, to taste. Cook stirring occasionally until wilted. Add 1 cup Chipotle BBQ sauce simmer for 30 minutes."
98,"Beef Patties:"
98,"Cut the root ends off the scallions. Brush with olive oil and place on grill. Grill both sides until grill marks appear. Remove from the grill to a cutting board. Chop and set aside."
98,"Place ground beef in a bowl and add chopped scallions, about 1 tablespoon salt and 1 tablespoon ground pepper. Mix together and form into patties about 1/2-inch thick."
98,"Wrap 1 slice applewood bacon around each patty and place on grill, about 5 to 6 minutes on each side for medium-well. Top burgers with cheese the last minute of cooking. Place on platter, cover with foil and set aside."
98,"Heat oil in a deep-fryer to 350 degrees F. Cut the onions into 1/4-inch thick slices and place in large bowl. Put flour, cornmeal, and 2 tablespoons salt in another bowl. Whisk the eggs in a small bowl, add to the onions and stir to evenly coat. In batches, place the onions in flour mixture and toss until well coated."
98,"Fry in oil until golden brown and set aside on paper towels to drain. Sprinkle with salt."
98,"Assemble burger:"
98,"Toast kaiser rolls. Place 1/4 cup caramelized onions on bottom bun. Add burger patty and top with fried onion rings."
99,"Whisk the flour, baking powder, and salt in a medium bowl."
99,"Beat the butter and both sugars in another medium bowl with an electric mixer on medium-high speed until light and fluffy, about 30 seconds. Add the egg yolks, vanilla and orange zest mixing until fully incorporated. Slowly add the flour mixture, and continue beating until the dough comes together, stopping and scraping down the sides of the bowl as needed."
99,"For rolled cookies: Roll about a tablespoon of dough by hand into a ball. Dip 1 side of the balls into some coarse sugar and place them sugar-side-up on an ungreased baking sheet, leaving about 1-inch between cookies."
99,"For sliced cookies: Divide dough in half, roll by hand into 2-inch-wide logs, wrap in plastic wrap and refrigerate until firm, at least 2 hours."
99,"Cut the logs into 1/4-inch-thick cookies and place them on ungreased baking sheets, leaving about 1-inch between cookies."
99,"For cutout cookies: Divide dough in half, pat into disks, wrap in plastic wrap and refrigerate until firm, at least 2 hours."
99,"Roll dough between lightly floured parchment, or waxed paper, until about 1/3-inch thick. Transfer sheets to a baking sheet and refrigerate until firm, about 30 minutes. Cut into desired shape using a cookie cutter, place them on ungreased baking sheets, leaving about 1-inch between cookies. (Gather the dough scraps together, pat into a disk, chill and reroll.)"
99,"Refrigerate cookies while preheating the oven to 375 degrees F, for at least 30 minutes."
99,"Bake the cookies, until the bottoms are golden, about 10 to 15 minutes depending on shape. Cool on sheets until firm enough to transfer to a rack to cool. Decorate as desired and serve, or store in an airtight container at room temperature for up to 1 month."
99,"Combine all the ingredients, except the food coloring, in the bowl of a standing mixer fitted with the paddle attachment. Mix slowly until stiff enough to form peaks. The icing should be pure white and thick, but not fluffy and bubbly. If the frosting is overbeaten, it will get aerated which makes it harder to work with. If this happens, let the frosting sit to settle, then use a rubber spatula to vigorously beat and smooth out the frosting."
99,"Alternatively, combine ingredients in a large bowl, and beat with hand beaters on low speed until the frosting thickens to stiff peaks."
99,"Add up to 1 tablespoon food coloring and mix with a rubber spatula until the color is uniform. (Adding too much color reduces the sheen of the frosting and can break down the consistency of the frosting over a couple of days.) Store icing, covered, with plastic film on the surface of the icing."
99,"Yield: 1 pound royal icing (1 2/3 cup)"
100,"1. Cook beef and onion in large saucepan over medium-high heat 5 minutes or until beef is crumbled and no longer pink, stirring occasionally; drain."
100,"2. Stir in seasoning mix. Add remaining ingredients; bring to a boil. Reduce heat to medium; simmer 10 minutes, stirring several times."
101,"Preheat a heavy bottomed skillet over medium-high to high heat and preheat oven to 400 degrees F."
101,"Combine the garlic, parsley, almonds and lemon zest in food processor and pulse to grind into a dry paste. Loosen skin on chicken and layer 1/4 of the mixture under the skin on each piece of chicken. Wash your hands, grease the breasts with a liberal drizzle of extra-virgin olive oil and season with grill seasoning. Place skin side of the breasts down in the skillet and top with another, smaller skillet. Weight the pan with a brick. Cook to crisp skin, 6 to 8 minutes. Transfer the pan to hot oven and roast for 15 minutes."
102,"Boil potatoes in salted water until tender, about 12 minutes. Drain potatoes and pour them into a bowl. Combine sour cream, egg yolk and cream. Add the cream mixture into potatoes and mash until potatoes are almost smooth."
102,"While potatoes boil, preheat a large skillet over medium high heat. Add oil to hot pan with beef or lamb. Season meat with salt and pepper. Brown and crumble meat for 3 or 4 minutes. If you are using lamb and the pan is fatty, spoon away some of the drippings. Add chopped carrot and onion to the meat. Cook veggies with meat 5 minutes, stirring frequently. In a second small skillet over medium heat cook butter and flour together 2 minutes. Whisk in broth and Worcestershire sauce. Thicken gravy 1 minute. Add gravy to meat and vegetables. Stir in peas."
102,"Preheat broiler to high. Fill a small flameproof rectangular casserole with meat and vegetable mixture. Spoon potatoes over meat evenly. Top potatoes with paprika and broil 6 to 8 inches from the heat until potatoes are evenly browned. Top casserole dish with chopped parsley and serve."
103,"Boil potatoes in salted water until tender, about 12 minutes. Drain potatoes and pour them into a bowl. Combine sour cream, egg yolk and cream. Add the cream mixture into potatoes and mash until potatoes are almost smooth."
103,"While potatoes boil, preheat a large skillet over medium high heat. Add oil to hot pan with beef or lamb. Season meat with salt and pepper. Brown and crumble meat for 3 or 4 minutes. If you are using lamb and the pan is fatty, spoon away some of the drippings. Add chopped carrot and onion to the meat. Cook veggies with meat 5 minutes, stirring frequently. In a second small skillet over medium heat cook butter and flour together 2 minutes. Whisk in broth and Worcestershire sauce. Thicken gravy 1 minute. Add gravy to meat and vegetables. Stir in peas."
103,"Preheat broiler to high. Fill a small rectangular flameproof casserole with meat and vegetable mixture. Spoon potatoes over meat evenly. Top potatoes with paprika and broil 6 to 8 inches from the heat until potatoes are evenly browned. Top casserole dish with chopped parsley and serve."
104,"Bring water to a boil in a medium saucepan. Add butter and rice and return water to a boil. Reduce heat to low and cover the pot. Cook rice 20 minutes or until tender. Turn off heat and fluff rice with a fork."
104,"Combine flour and paprika in a shallow dish. Season chicken with salt and pepper. Cut each chicken breast and thigh in 1/2 on an angle. Coat chicken pieces in paprika seasoned flour. Wash your hands and chicken work surfaces thoroughly."
104,"Heat a large skillet over medium high heat. Add oil to the pan. Brown chicken pieces, 3 minutes on each side, and remove from the skillet. Add butter to the pan, then stir in peppers, onions and garlic. Season the veggies with salt and pepper and saute them 5 to 7 minutes to soften. Add curry, stock, tomatoes and raisins. Slide chicken back into the skillet and simmer over moderate heat for 5 minutes to combine flavors and finish cooking the chicken through. Place skillet on a trivet and serve the chicken from the pan. Garnish the Country Captain's chicken with sliced almonds. Transfer rice to a serving dish and garnish with chopped scallions."
105,"Preheat oven to 375 degrees F."
105,"In a medium saucepan, bring stock or broth to a simmer. Add chicken and poach until just cooked through. With a spider or slotted spoon, remove chicken and set aside. Set stock aside for later use."
105,"In a 10-quart saucepot, melt butter over medium heat and then add onions, carrots, and celery and saute for a couple of minutes. Add mushrooms and continue to cook until onions are about transparent, being careful not to brown. Add flour and gently mix well. Cook this mixture over low heat for 6 to 8 minutes, stirring occasionally and gently so as not to break up the vegetables. Scrape the bottom of the pan often with a wooden spoon so that the roux doesn't burn. Increase the heat and add the chicken stock in 3 additions, whisking well after each so that no lumps appear and returning to a brief simmer each time."
